Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubClass_fix,LotFrontage_Imp,SalePrice_log,YrMoSold,FunctionalNum,LotArea_log,BuiltRemodDiff,LandSlopeNum,Street_Pave
438,45,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1926.0,Unf,1,180,TA,TA,Y,0,0,105,0,0,0,,,,0,1,2009,WD,Normal,119000,45,50.0,11.686878772093667,2009-01-01,5,8.699514748210191,78,1,1
439,30,RL,40.0,4280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,694,0,0,694,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,352,Gd,TA,P,0,0,34,0,0,0,,MnPrv,,0,3,2007,WD,Normal,90350,30,40.0,11.411446296020374,2007-03-01,5,8.361708288575842,89,1,1
440,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,,GdPrv,Shed,800,8,2009,ConLI,Normal,110000,50,67.0,11.608235644774552,2009-08-01,5,9.421735176255844,80,1,1
441,20,RL,105.0,15431,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Ex,Y,SBrkr,2402,0,0,2402,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,672,TA,TA,Y,0,72,0,0,170,0,,,,0,4,2009,WD,Normal,555000,20,105.0,13.226723392728571,2009-04-01,5,9.644133752071205,0,1,1
442,90,RL,92.0,12108,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,N,FuseF,1440,0,0,1440,0,0,2,0,4,2,Fa,8,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,118000,90,92.0,11.678439903447801,2008-09-01,5,9.401621670141608,0,1,1
443,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360,TA,TA,P,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,162900,50,52.0,12.000891794590137,2008-06-01,5,8.738735461363474,62,1,1
444,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,WdShing,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,648,TA,TA,Y,144,16,0,0,0,0,,,,0,6,2007,New,Partial,172500,120,53.0,12.058152515453552,2007-06-01,5,8.274357006756292,1,1,1
445,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,493,TA,TA,Y,144,133,0,0,0,0,,,,0,7,2008,WD,Normal,210000,60,70.0,12.254862809699606,2008-07-01,5,9.07680897935166,1,1,1
446,20,RL,73.0,9855,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,11,2009,COD,Normal,127500,20,73.0,11.755871643580617,2009-11-01,5,9.19573421958682,0,1,1
447,20,RL,137.0,16492,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,GasA,Ex,Y,SBrkr,1888,0,0,1888,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,578,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,190000,20,137.0,12.154779351142624,2010-06-01,3,9.71063069382679,36,1,1
448,60,RL,,11214,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,431,TA,TA,Y,89,0,0,0,0,0,,,,0,7,2006,WD,Normal,199900,60,79.45833333333333,12.205572520488492,2006-07-01,5,9.324918276683619,1,1,1
449,50,RM,50.0,8600,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,780,596,0,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,198,TA,TA,N,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,119500,50,50.0,11.691071650353702,2006-06-01,5,9.0595174822416,13,1,1
450,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,Y,SBrkr,679,504,0,1183,0,0,1,1,2,1,TA,6,Typ,0,,Detchd,1981.0,Unf,1,308,TA,TA,Y,0,176,0,0,0,0,,,,0,6,2007,WD,Normal,120000,50,50.0,11.695247021764184,2007-06-01,5,8.699514748210191,54,1,1
451,30,RM,70.0,5684,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,FuseA,813,0,0,813,0,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1932.0,Unf,1,270,Fa,Fa,N,0,113,0,0,0,0,,,,0,6,2006,WD,Normal,110000,30,70.0,11.608235644774552,2006-06-01,5,8.64541048921699,75,1,1
452,20,RL,62.0,70761,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,Y,SBrkr,1533,0,0,1533,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,576,TA,TA,Y,200,54,0,0,0,0,,,,0,12,2006,WD,Normal,280000,20,62.0,12.542544882151386,2006-12-01,5,11.167063280451986,0,2,1
453,60,RL,,9303,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,0,130,872,GasA,Ex,Y,SBrkr,888,868,0,1756,1,0,2,1,3,1,TA,7,Typ,0,,Attchd,1996.0,Fin,2,422,TA,TA,Y,144,122,0,0,0,0,,,,0,7,2007,WD,Normal,204000,60,80.13333333333334,12.225875272826354,2007-07-01,5,9.138092207768558,1,1,1
454,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2008.0,RFn,2,676,TA,TA,Y,0,30,0,0,0,0,,,,0,6,2009,WD,Normal,210000,60,75.0,12.254862809699606,2009-06-01,5,9.104979856318357,0,1,1
455,90,RL,63.0,9297,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,4,2,TA,8,Typ,0,,Detchd,1976.0,Unf,2,560,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Family,188000,90,63.0,12.144197241812087,2006-07-01,5,9.137447046455858,0,1,1
456,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,0,326,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Normal,175500,20,80.0,12.075394321888057,2007-09-01,5,9.169518377455928,0,1,1
457,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,N,SBrkr,624,720,0,1344,0,0,1,0,4,1,TA,7,Typ,0,,Detchd,1916.0,Unf,3,513,Fa,Fa,Y,0,0,96,0,0,0,,,,0,5,2008,COD,Abnorml,98000,70,34.0,11.49272275765271,2008-05-01,5,8.427487278331744,34,1,1
458,20,RL,,53227,Pave,,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,GasA,Ex,Y,SBrkr,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2,529,TA,TA,Y,224,137,0,0,0,0,,,,0,3,2008,WD,Normal,256000,20,83.46153846153847,12.4529327234617,2008-03-01,4,10.882321065382621,40,2,1
459,70,RM,,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,WdShing,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,Y,SBrkr,833,833,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,228,TA,TA,Y,192,63,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,161000,70,62.55434782608695,11.9891596439666,2008-06-01,5,8.536995818712418,71,1,1
460,50,RL,,7015,Pave,,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,GasA,TA,Y,SBrkr,979,224,0,1203,1,0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1,352,TA,TA,Y,0,0,248,0,0,0,,,,0,7,2009,WD,Normal,110000,50,57.61224489795919,11.608235644774552,2009-07-01,5,8.855805992536562,0,1,1
461,60,FV,75.0,8004,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,Y,SBrkr,832,1103,0,1935,1,0,2,1,3,1,TA,8,Typ,0,,BuiltIn,2009.0,Fin,2,552,TA,TA,Y,0,150,0,0,0,0,,,,0,12,2009,New,Partial,263435,60,75.0,12.481561937216318,2009-12-01,5,8.987696695703624,0,1,1
462,70,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,Y,SBrkr,575,560,0,1135,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1971.0,RFn,2,576,TA,TA,Y,256,0,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,155000,70,60.0,11.951180395901384,2009-04-01,5,8.881836305004146,71,1,1
463,20,RL,60.0,8281,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,360,TA,TA,Y,0,0,236,0,0,0,,GdWo,,0,12,2009,WD,Normal,62383,20,60.0,11.041048081342682,2009-12-01,5,9.0217190130337,0,1,1
464,70,RL,74.0,11988,Pave,,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,Y,FuseA,849,811,0,1660,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,Normal,188700,70,74.0,12.147913731356642,2008-08-01,5,9.391661428436555,61,2,1
465,20,RL,60.0,8430,Pave,,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal,124000,20,60.0,11.728036844587175,2009-08-01,5,9.039552050995901,0,2,1
466,120,RM,,3072,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1375,1375,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,398,TA,TA,Y,144,20,0,0,0,0,,,,0,5,2006,WD,Normal,178740,120,47.46153846153846,12.093687514935382,2006-05-01,5,8.030084094267563,0,1,1
467,20,RL,85.0,10628,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,Y,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,526,TA,TA,Y,0,0,0,0,176,0,,GdWo,,0,4,2007,WD,Normal,167000,20,85.0,12.025749091398891,2007-04-01,5,9.271247306879705,0,1,1
468,70,RL,79.0,9480,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,Y,SBrkr,888,756,0,1644,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,312,TA,TA,Y,168,0,0,0,0,0,,,,0,6,2007,WD,Normal,146500,70,79.0,11.894780707439258,2007-06-01,5,9.156939595249067,53,1,1
469,20,RL,98.0,11428,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1626,1626,GasA,Ex,Y,SBrkr,1634,0,0,1634,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,866,TA,TA,Y,0,44,0,0,0,0,,,,0,5,2007,WD,Normal,250000,20,98.0,12.429216196844383,2007-05-01,5,9.343821763350663,0,1,1
470,60,RL,76.0,9291,Pave,,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0,406,832,GasA,Ex,Y,SBrkr,832,878,0,1710,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1993.0,RFn,2,506,TA,TA,Y,144,70,0,0,0,0,,,,0,6,2008,WD,Normal,187000,60,76.0,12.138863895836725,2008-06-01,5,9.136801468641313,0,1,1
471,120,RL,,6820,Pave,,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,GasA,TA,Y,SBrkr,1502,0,0,1502,1,0,1,1,1,1,Gd,4,Typ,0,,Attchd,1985.0,RFn,2,528,TA,TA,Y,0,54,0,0,140,0,,,,0,6,2010,WD,Normal,212000,120,40.875,12.26434155365415,2010-06-01,5,8.827614750837508,0,1,1
472,60,RL,92.0,11952,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,TA,Y,SBrkr,1161,808,0,1969,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,534,TA,TA,Y,0,0,0,0,276,0,,,,0,11,2007,WD,Normal,190000,60,92.0,12.154779351142624,2007-11-01,5,9.388653907372598,0,1,1
473,180,RM,35.0,3675,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0,88,547,GasA,Ex,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,TA,5,Typ,0,,Basment,2005.0,RFn,2,525,TA,TA,Y,0,28,0,0,0,0,,,,0,6,2008,WD,Normal,148000,180,35.0,11.904967552746252,2008-06-01,5,8.209308411646937,0,1,1
474,20,RL,110.0,14977,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,GasA,Ex,Y,SBrkr,1976,0,0,1976,1,0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,908,TA,TA,Y,250,63,0,0,0,0,,,,0,7,2007,New,Partial,440000,20,110.0,12.994530005894443,2007-07-01,5,9.614270969992395,1,1,1
475,120,RL,41.0,5330,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,GasA,Ex,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,Ex,6,Typ,0,,Attchd,2000.0,RFn,2,499,TA,TA,Y,96,48,0,0,0,0,,,,0,8,2007,WD,Normal,251000,120,41.0,12.43320821811392,2007-08-01,5,8.58110651715989,0,1,1
476,20,RL,80.0,8480,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0,340,970,GasA,TA,Y,SBrkr,970,0,0,970,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1996.0,Unf,2,624,TA,TA,Y,0,24,0,0,192,0,,,,0,7,2007,WD,Normal,132500,20,80.0,11.794337924408413,2007-07-01,5,9.045465728785949,0,1,1
477,20,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,GasA,Ex,Y,SBrkr,1493,0,0,1493,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,508,TA,TA,Y,140,39,0,0,0,0,,,,0,4,2008,WD,Normal,208900,20,75.0,12.249610947544657,2008-04-01,5,9.482274087459825,1,2,1
478,60,RL,105.0,13693,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2153,2153,GasA,Ex,Y,SBrkr,2069,574,0,2643,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,694,TA,TA,Y,414,84,0,0,0,0,,,,0,3,2007,WD,Normal,380000,60,105.0,12.84792653170257,2007-03-01,5,9.524640032332234,0,1,1
479,20,RL,79.0,10637,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0,1718,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,826,TA,TA,Y,208,44,0,0,0,0,,,,0,9,2009,WD,Normal,297000,20,79.0,12.601487417784837,2009-09-01,5,9.272093768251665,1,1,1
480,30,RM,50.0,5925,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,,Detchd,1995.0,Unf,2,672,TA,TA,Y,0,72,0,0,0,0,,MnPrv,,0,3,2007,WD,Alloca,89471,30,50.0,11.401669829409995,2007-03-01,5,8.686935966003333,63,1,1
481,20,RL,98.0,16033,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,GasA,Ex,Y,SBrkr,1850,0,0,1850,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,772,TA,TA,Y,519,112,0,0,0,0,,,,0,3,2006,WD,Normal,326000,20,98.0,12.694652660348845,2006-03-01,5,9.682404377188837,1,1,1
482,20,RL,72.0,11846,Pave,,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,GasA,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3,874,TA,TA,Y,206,49,0,0,0,0,,,,0,8,2006,WD,Normal,374000,20,72.0,12.832011076396668,2006-08-01,5,9.37974553683691,1,1,1
